title,artist,image_url,image_path
Atlantic Codex  (Codex Atlanticus) f. 710 recto,Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Leonardo-da-Vinci-Codice-Atlantico-Mazzocchio-calcoli-riferiti-al-mazzocchio-1024x571.jpg,ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus)_f._710_recto.jpg
Figured casket,Scultore lombardo,https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Scultore-lombardo-Cofanetto-a-figure-profane-960x1024.jpg,ambrosiana_images/Figured_casket.jpg
The Kiss,Francesco Hayez (1791-1882),https://ambrosiana.it/wp-content/uploads/2020/02/Hayez_ilbacio-1024x1024.jpg,ambrosiana_images/The_Kiss.jpg
llias picta,NA,https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Combattimento-del-V-Libro-Diomede-assistito-da-Atena-ferisce-Fegeo-1024x884.jpg,ambrosiana_images/llias_picta.jpg
The Ambrosian Virgil of Francesco Petrarca,NA,https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Frontespizio-del-Virgilio-Ambrosiano-o-Virgilio-del-Petrarca-con-note-autografe-di-Francesco-Petrarca-686x1024.jpg,ambrosiana_images/The_Ambrosian_Virgil_of_Francesco_Petrarca.jpg
Naturalis Historia,Plinio il Vecchio (23-79 dC),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Pagina-miniata-con-capolettera-M-della-Naturalis-Historia-763x1024.jpg,ambrosiana_images/Naturalis_Historia.jpg
Burse,Artista dell’Italia centrale,https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Artista-dellitalia-centrale-Borsa-liturgica-1018x1024.jpg,ambrosiana_images/Burse.jpg
Libro d’Ore Borromeo,Cristoforo de Predis (1440-1486),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Libro-d-Ore-Borromeo-737x1024.jpg,ambrosiana_images/Libro_d’Ore_Borromeo.jpg
Noctes Atticae,Aulo Gellio,https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-16-uomini-dotti-intorno-ad-Aulo-Gellio-696x1024.jpg,ambrosiana_images/Noctes_Atticae.jpg
"Atlantic Codex  (Codex Atlanticus), f. 812 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-812-recto-633x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._812_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 21 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-21-recto-747x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._21_recto.jpg"
Plato,Giovanni Antonio Piatti (1447-1480),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Giovanni-Antonio-Piatti-Platone-570x1024.jpg,ambrosiana_images/Plato.jpg
"Atlantic Codex  (Codex Atlanticus), f. 860 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-860-recto.-1024x682.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._860_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 858 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-858-recto-1024x662.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._858_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 49 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-49-recto-720x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._49_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 26 verso",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-26-verso-1024x755.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._26_verso.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 1069 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-1069-recto-1024x734.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._1069_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 139 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-139-recto-857x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._139_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 5 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-5-recto-688x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._5_recto.jpg"
Portrait of a Musician,Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Leonardo-da-Vinci-Ritratto-di-musico-780x1024.jpg,ambrosiana_images/Portrait_of_a_Musician.jpg
Sacra Conversazione,Ambrogio da Fossano detto il Bergognone (1453-1523),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Ambrogio-da-Fossano-detto-il-Bergognone-Sacra-Conversazione-1-766x1024.jpg,ambrosiana_images/Sacra_Conversazione.jpg
"Atlantic Codex  (Codex Atlanticus), f. 873 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-873-recto-793x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._873_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 33 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-33-recto-1024x572.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._33_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 909 verso",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-909-verso-794x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._909_verso.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 145 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-foglio-145-recto-1024x591.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._145_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 149 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-149-recto-659x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._149_recto.jpg"
The Adoration,Bartolomeo Suardi detto il Bramantino (1465-1530),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Bartolomeo-Suardi-detto-il-Bramantino-Adorazione-del-Bambino-1016x1024.jpg,ambrosiana_images/The_Adoration.jpg
"Atlantic Codex  (Codex Atlanticus), f. 1058 verso",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-1058-verso-762x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._1058_verso.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 719 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-719-recto-728x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._719_recto.jpg"
Atlantic Codex (Codex Atlanticus) f. 851 recto,Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-851-recto-852x1024.jpg,ambrosiana_images/Atlantic_Codex_(Codex_Atlanticus)_f._851_recto.jpg
The Madonna of the Pavilion,Sandro Botticelli (Alessandro di Mariano Filipepi detto) (1444 o 1445-1510),https://ambrosiana.it/wp-content/uploads/2018/10/Ambrosiana-Madonna-del-padiglione-Sandro-Botticelli-809x1024.jpg,ambrosiana_images/The_Madonna_of_the_Pavilion.jpg
Portrait of a Lady,Giovanni Ambrogio De Predis (1455-1508),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Giovanni-Ambrogio-De-Predis-Ritratto-di-dama-663x1024.jpg,ambrosiana_images/Portrait_of_a_Lady.jpg
"Atlantic Codex  (Codex Atlanticus), f. 1006 verso",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-1006-verso-741x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._1006_verso.jpg"
The Dormition of the Virgin,Anonimo ferrarese (XV secolo),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Anonimo-ferrarese-Transito-della-Vergine-1024x717.jpg,ambrosiana_images/The_Dormition_of_the_Virgin.jpg
"Atlantic Codex  (Codex Atlanticus), f. 844 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-844-recto-778x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._844_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 29 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-29-recto-1024x751.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._29_recto.jpg"
De divina proportione,Luca Pacioli (1445 circa – 1517),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Luca-Pacioli-La-divina-proporzione-De-divina-proportione-724x1024.jpg,ambrosiana_images/De_divina_proportione.jpg
Latin astrolabe,Anonymous,https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Sconosciuto-Orologio-con-Astrolabio-798x1024.jpg,ambrosiana_images/Latin_astrolabe.jpg
"Codice Atlantico (Codex Atlanticus), f. 1 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-1-recto-1024x715.jpg,"ambrosiana_images/Codice_Atlantico_(Codex_Atlanticus),_f._1_recto.jpg"
The Madonna and Child with a Worshipper,Bernardino Betti detto il Pinturicchio (1454-1513),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Bernardino-Betti-detto-il-Pinturicchio-Madonna-con-il-Bambino-e-devoto-804x1024.jpg,ambrosiana_images/The_Madonna_and_Child_with_a_Worshipper.jpg
Octagonal casket,Bottega degli Embriachi (XIV-XV secolo),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Bottega-degli-Embriachi-Cofanetto-con-storie-di-Piramo-e-Tisbe-786x1024.jpg,ambrosiana_images/Octagonal_casket.jpg
Orrery,Sconosciuto,https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Sconosciuto-Planetolabio-887x1024.jpg,ambrosiana_images/Orrery.jpg
"Atlantic Codex  (Codex Atlanticus), f. 116 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-116-recto-1024x686.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._116_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 3 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-3-recto-1024x612.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._3_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 4 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-4-recto-1024x709.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._4_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 72 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-72-recto-1024x713.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._72_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 845 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-845-recto-803x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._845_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 117 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-117-recto.-1024x503.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._117_recto.jpg"
Atlantic Codex (Codex Atlanticus) f. 199 verso,Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-199-verso-755x1024.jpg,ambrosiana_images/Atlantic_Codex_(Codex_Atlanticus)_f._199_verso.jpg
"Codice Atlantico (Codex Atlanticus), f. 104 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-104-recto-718x1024.jpg,"ambrosiana_images/Codice_Atlantico_(Codex_Atlanticus),_f._104_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 663 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-663-recto-1024x718.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._663_recto.jpg"
The School of Athens,Raffaello Sanzio (1483-1520),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Raffaello-Sanzio-La-Scuola-di-Atene-cartone-preparatorio-1024x355.jpg,ambrosiana_images/The_School_of_Athens.jpg
Portrait of a Young Man,Giorgione (Giorgio da Castelfranco copia da) (1478 circa-1510),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Copia-da-Giorgione-Ritratto-di-giovane-854x1024.jpg,ambrosiana_images/Portrait_of_a_Young_Man.jpg
Christ Resurrected,Marco Basaiti (1470-1530),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Marco-Basaiti-Cristo-risorto-666x1024.jpg,ambrosiana_images/Christ_Resurrected.jpg
The Assumption of the Virgin,Giovanni Agostino da Lodi (1467-1524 circa),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Giovanni-Agostino-da-Lodi-Assunzione-della-Vergine-537x1024.jpg,ambrosiana_images/The_Assumption_of_the_Virgin.jpg
The Triumph of David,Lucas Hugenszoon detto Luca di Leida (1494-1533),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Luca-di-Leida-Trionfo-di-David-817x1024.jpg,ambrosiana_images/The_Triumph_of_David.jpg
The Madonna and Child with Saint John the Evangelist and Saint John the Baptist,Marco d’Oggiono (1470-1525),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Marco-d-Oggiono-Madonna-con-il-Bambino-San-Giovanni-Evangelista-e-San-Giovanni-Battista-1024x722.jpg,ambrosiana_images/The_Madonna_and_Child_with_Saint_John_the_Evangelist_and_Saint_John_the_Baptist.jpg
Head of Christ the Redeemer,Gian Giacomo Caprotti detto Salai (1480-1524),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Gian-Giacomo-Caprotti-detto-Andrea-Salai-Testa-Cristo-Redentore-696x1024.jpg,ambrosiana_images/Head_of_Christ_the_Redeemer.jpg
"Atlantic Codex  (Codex Atlanticus), f. 71 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-71-recto-747x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._71_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 272 verso",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-272-verso-690x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._272_verso.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 12 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-12-recto-1024x478.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._12_recto.jpg"
"Atlantic Codex  (Codex Atlanticus), f. 455 recto",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-455-recto-1024x677.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._455_recto.jpg"
The Madonna Nursing the Child by the Fountain,Bernaert van Orley (1488-1541),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Bernaert-van-Orley-Vergine-alla-fontana-o-Madonna-che-allatta-il-Bambino-presso-una-fontana-815x1024.jpg,ambrosiana_images/The_Madonna_Nursing_the_Child_by_the_Fountain.jpg
The Adoration of the Magi,Maestro del Santo Sangue (XVI secolo),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Maestro-del-Santo-Sangue-Adorazione-dei-Magi-1-1024x735.jpg,ambrosiana_images/The_Adoration_of_the_Magi.jpg
The Madonna Enthroned with Saint Ambrose and Saint Michael,Bartolomeo Suardi detto il Bramantino (1465-1530),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Bartolomeo-Suardi-detto-il-Bramantino-Madonna-in-trono-con-il-Bambino-1024x733.jpg,ambrosiana_images/The_Madonna_Enthroned_with_Saint_Ambrose_and_Saint_Michael.jpg
Christ on the Way to Calvary,Giovanni Busi detto Cariani (1480-1547),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Giovanni-Busi-detto-Cariani-Salita-di-Cristo-al-Calvario-1024x741.jpg,ambrosiana_images/Christ_on_the_Way_to_Calvary.jpg
Lesenes and trophies,Agostino Busti detto il Bambaia (1483-1548),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Agostino-Busti-detto-il-Bambaia-Rilievi-del-monumento-sepolcrale-di-Gaston-de-Foix-823x1024.jpg,ambrosiana_images/Lesenes_and_trophies.jpg
"Atlantic Codex  (Codex Atlanticus), f. 307 verso",Leonardo da Vinci (1452-1519),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Codice-Atlantico-Codex-Atlanticus-f-307-verso-702x1024.jpg,"ambrosiana_images/Atlantic_Codex__(Codex_Atlanticus),_f._307_verso.jpg"
Daggers with sheath (eared sfondagiaco dagger),Milanese Gunsmiths,https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Due-Pugnali-con-custodia-armorari-milanesi-1024x382.jpg,ambrosiana_images/Daggers_with_sheath_(eared_sfondagiaco_dagger).jpg
The Holy Family with Saints Anne and John,Bernardino Luini (1480-1532),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Bernardino-Luini-Sacra-Famiglia-con-Sant-Anna-e-San-Giovannino-813x1024.jpg,ambrosiana_images/The_Holy_Family_with_Saints_Anne_and_John.jpg
Saint John the Baptist,Gian Giacomo Caprotti,https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Gian-Giacomo-Caprotti-detto-Salai-San-Giovanni-Battista-706x1024.jpg,ambrosiana_images/Saint_John_the_Baptist.jpg
Christ Crowned with Thorns,Bernardino Luini (1480-1532),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Bernardino-Luini-Incoronazione-di-spine-affresco-1024x637.jpg,ambrosiana_images/Christ_Crowned_with_Thorns.jpg
The Adoration with Saint Roch,Gian Pietro Rizzoli detto Giampietrino (1508-1549),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Gian-Pietro-Rizzoli-detto-Giampietrino-Adorazione-del-Bambino-con-San-Rocco-807x1024.jpg,ambrosiana_images/The_Adoration_with_Saint_Roch.jpg
The infant Jesus with a Lamb,Bernardino Luini (1480-1532),https://ambrosiana.it/wp-content/uploads/2018/11/Ambrosiana-Bernardino-Luini-Gesu-Bambino-con-l-agnello-900x1024.jpg,ambrosiana_images/The_infant_Jesus_with_a_Lamb.jpg
